	Dickens_Barnaby	Dickens_Cricket	Dickens_Dombey	sum
confess	6.0	1.0	7.0	14.0
villain	9.0	1.0	4.0	14.0
reported	7.0	0.0	7.0	14.0
churchyard	6.0	1.0	7.0	14.0
hoping	9.0	1.0	4.0	14.0
haunted	6.0	1.0	7.0	14.0
peeped	7.0	1.0	6.0	14.0
peg	0.0	0.0	14.0	14.0
readiness	6.0	1.0	7.0	14.0
permitted	2.0	0.0	12.0	14.0
brows	5.0	0.0	9.0	14.0
reasonable	9.0	1.0	4.0	14.0
brute	8.0	0.0	6.0	14.0
spend	5.0	3.0	6.0	14.0
meek	6.0	0.0	8.0	14.0
crouching	6.0	1.0	7.0	14.0
keenly	8.0	0.0	6.0	14.0
staff	13.0	0.0	1.0	14.0
heightened	8.0	0.0	6.0	14.0
hill	7.0	0.0	7.0	14.0
peril	12.0	0.0	2.0	14.0
steal	3.0	2.0	9.0	14.0
medical	1.0	0.0	13.0	14.0
heavier	2.0	0.0	12.0	14.0
heaved	5.0	0.0	9.0	14.0
concentrated	4.0	3.0	7.0	14.0
hints	5.0	0.0	9.0	14.0
amidst	8.0	0.0	6.0	14.0
baps	0.0	0.0	14.0	14.0
favoured	7.0	0.0	7.0	14.0
answering	8.0	0.0	6.0	14.0
mixed	7.0	0.0	7.0	14.0
curtsey	3.0	0.0	11.0	14.0
bid	7.0	0.0	7.0	14.0
jealousy	6.0	0.0	8.0	14.0
cage	4.0	0.0	10.0	14.0
describe	5.0	1.0	8.0	14.0
pushing	7.0	1.0	6.0	14.0
a-going	10.0	0.0	4.0	14.0
habits	6.0	0.0	8.0	14.0
demonstration	5.0	1.0	8.0	14.0
valuable	5.0	0.0	9.0	14.0
plans	4.0	1.0	9.0	14.0
hail	4.0	0.0	10.0	14.0
resist	8.0	1.0	5.0	14.0
appearances	6.0	0.0	8.0	14.0
manly	10.0	1.0	3.0	14.0
finish	5.0	3.0	6.0	14.0
appointment	4.0	2.0	8.0	14.0
wisdom	8.0	0.0	6.0	14.0
suggest	6.0	1.0	7.0	14.0
backwards	7.0	0.0	7.0	14.0
plenty	2.0	2.0	10.0	14.0
unwilling	5.0	1.0	8.0	14.0
cheerfully	5.0	0.0	9.0	14.0
deemed	8.0	1.0	5.0	14.0
suggestion	4.0	0.0	10.0	14.0
startling	9.0	0.0	4.0	13.0
bloom	4.0	0.0	9.0	13.0
plump	6.0	0.0	7.0	13.0
oftener	2.0	0.0	11.0	13.0
infinitely	3.0	0.0	10.0	13.0
term	6.0	1.0	6.0	13.0
speaks	6.0	1.0	6.0	13.0
tended	5.0	2.0	6.0	13.0
submitted	4.0	0.0	9.0	13.0
boldly	7.0	0.0	6.0	13.0
blackened	8.0	0.0	5.0	13.0
artificial	1.0	0.0	12.0	13.0
tearful	2.0	1.0	10.0	13.0
angels	8.0	0.0	5.0	13.0
temple	12.0	0.0	1.0	13.0
shady	6.0	0.0	7.0	13.0
communicated	4.0	0.0	9.0	13.0
phantom	9.0	0.0	4.0	13.0
advised	6.0	1.0	6.0	13.0
belong	8.0	1.0	4.0	13.0
speechless	2.0	0.0	11.0	13.0
capable	2.0	0.0	11.0	13.0
perform	5.0	2.0	6.0	13.0
slighted	4.0	1.0	8.0	13.0
suited	6.0	2.0	5.0	13.0
spent	9.0	0.0	4.0	13.0
serene	2.0	0.0	11.0	13.0
occurrence	7.0	1.0	5.0	13.0
winds	1.0	0.0	12.0	13.0
fireplace	3.0	0.0	10.0	13.0
permit	4.0	1.0	8.0	13.0
bodily	3.0	0.0	10.0	13.0
services	4.0	0.0	9.0	13.0
indignant	2.0	0.0	11.0	13.0
application	2.0	1.0	10.0	13.0
fastened	8.0	0.0	5.0	13.0
suppressed	7.0	0.0	6.0	13.0
parents	6.0	1.0	6.0	13.0
contempt	3.0	1.0	9.0	13.0
succession	3.0	1.0	9.0	13.0
persuade	7.0	2.0	4.0	13.0
belonged	5.0	1.0	7.0	13.0
settle	6.0	1.0	6.0	13.0
consequently	4.0	1.0	8.0	13.0
confronted	7.0	0.0	6.0	13.0
blighted	2.0	2.0	9.0	13.0
pound	4.0	0.0	9.0	13.0
embraced	2.0	1.0	10.0	13.0
arising	9.0	0.0	4.0	13.0
emerged	10.0	0.0	3.0	13.0
lazily	10.0	0.0	3.0	13.0
patted	2.0	1.0	10.0	13.0
food	9.0	0.0	4.0	13.0
plan	5.0	1.0	7.0	13.0
agent	4.0	1.0	8.0	13.0
simplicity	3.0	0.0	10.0	13.0
shrink	7.0	0.0	6.0	13.0
straightway	11.0	0.0	2.0	13.0
strain	6.0	0.0	7.0	13.0
instructions	4.0	0.0	9.0	13.0
flush	2.0	0.0	11.0	13.0
knuckles	3.0	0.0	10.0	13.0
excessively	1.0	0.0	12.0	13.0
exchange	5.0	0.0	8.0	13.0
sideways	6.0	1.0	6.0	13.0
pitch	9.0	1.0	3.0	13.0
exchanged	4.0	1.0	8.0	13.0
patch	9.0	0.0	4.0	13.0
strictly	10.0	0.0	3.0	13.0
shouting	11.0	0.0	2.0	13.0
jane	0.0	0.0	13.0	13.0
feigned	5.0	0.0	8.0	13.0
prayed	5.0	2.0	6.0	13.0
survey	2.0	0.0	11.0	13.0
sombre	8.0	0.0	5.0	13.0
strewn	6.0	0.0	7.0	13.0
peeping	7.0	0.0	6.0	13.0
constitutional	7.0	0.0	6.0	13.0
pigeons	3.0	1.0	9.0	13.0
alighted	5.0	0.0	8.0	13.0
evident	8.0	1.0	4.0	13.0
blunt	3.0	0.0	10.0	13.0
shine	4.0	0.0	9.0	13.0
engendered	4.0	0.0	9.0	13.0
owe	8.0	0.0	5.0	13.0
intense	7.0	1.0	5.0	13.0
tables	4.0	1.0	8.0	13.0
sustain	8.0	0.0	5.0	13.0
apartments	1.0	1.0	11.0	13.0
involved	5.0	0.0	8.0	13.0
big	4.0	1.0	8.0	13.0
elderly	5.0	0.0	8.0	13.0
outstretched	9.0	0.0	4.0	13.0
enemies	12.0	0.0	1.0	13.0
complacency	7.0	0.0	6.0	13.0
carriages	4.0	0.0	9.0	13.0
scared	4.0	1.0	8.0	13.0
hated	3.0	0.0	10.0	13.0
clenched	5.0	1.0	7.0	13.0
clever	4.0	3.0	6.0	13.0
visions	5.0	1.0	7.0	13.0
disappointment	5.0	0.0	8.0	13.0
robin	0.0	0.0	13.0	13.0
disappointed	5.0	0.0	8.0	13.0
charitable	4.0	0.0	9.0	13.0
deadly	7.0	0.0	6.0	13.0
proclamation	12.0	0.0	1.0	13.0
disadvantage	6.0	1.0	6.0	13.0
rigid	5.0	1.0	7.0	13.0
charm	3.0	0.0	10.0	13.0
clearly	1.0	2.0	10.0	13.0
dealt	8.0	1.0	4.0	13.0
charmed	4.0	0.0	9.0	13.0
daylight	6.0	0.0	7.0	13.0
wages	4.0	0.0	9.0	13.0
ruddy	7.0	2.0	4.0	13.0
harp	0.0	2.0	11.0	13.0
remorse	0.0	0.0	13.0	13.0
harsh	7.0	1.0	5.0	13.0
rude	8.0	2.0	3.0	13.0
climbed	10.0	0.0	3.0	13.0
neglect	2.0	0.0	11.0	13.0
woke	5.0	1.0	7.0	13.0
remind	3.0	0.0	10.0	13.0
warrant	9.0	0.0	4.0	13.0
travellers	9.0	1.0	3.0	13.0
disorder	9.0	0.0	4.0	13.0
images	6.0	1.0	6.0	13.0
begging	6.0	0.0	7.0	13.0
haughtily	6.0	0.0	7.0	13.0
dirt	3.0	0.0	10.0	13.0
cherish	1.0	2.0	10.0	13.0
repetition	2.0	0.0	11.0	13.0
mum	0.0	7.0	6.0	13.0
useless	1.0	0.0	12.0	13.0
vacant	2.0	1.0	10.0	13.0
motioned	9.0	0.0	4.0	13.0
madman	11.0	0.0	2.0	13.0
madeira	0.0	0.0	13.0	13.0
urge	4.0	0.0	9.0	13.0
moreover	9.0	0.0	4.0	13.0
quarrel	9.0	0.0	4.0	13.0
unworthy	10.0	0.0	3.0	13.0
groups	11.0	0.0	2.0	13.0
grounds	10.0	0.0	3.0	13.0
resigned	4.0	0.0	9.0	13.0
manifest	5.0	0.0	8.0	13.0
velvet	2.0	0.0	11.0	13.0
class	11.0	0.0	2.0	13.0
dearly	3.0	3.0	7.0	13.0
cottage	9.0	0.0	4.0	13.0
hammer	8.0	1.0	4.0	13.0
brightly	10.0	1.0	2.0	13.0
breathe	3.0	2.0	8.0	13.0
murmuring	7.0	0.0	6.0	13.0
admire	1.0	0.0	12.0	13.0
marched	13.0	0.0	0.0	13.0
queer	8.0	0.0	5.0	13.0
horrible	9.0	0.0	4.0	13.0
prudent	8.0	0.0	5.0	13.0
cheese	7.0	0.0	6.0	13.0
violently	3.0	1.0	9.0	13.0
riches	2.0	0.0	11.0	13.0
trivial	6.0	1.0	6.0	13.0
rang	5.0	0.0	8.0	13.0
maintained	6.0	0.0	7.0	13.0
refreshed	8.0	0.0	5.0	13.0
imperious	1.0	0.0	12.0	13.0
rattled	5.0	1.0	7.0	13.0
rarely	0.0	0.0	13.0	13.0
worship	3.0	0.0	10.0	13.0
curled	4.0	0.0	9.0	13.0
tidings	4.0	0.0	9.0	13.0
likeness	6.0	0.0	7.0	13.0
tongues	5.0	1.0	7.0	13.0
limited	2.0	1.0	10.0	13.0
tomb	1.0	0.0	12.0	13.0
genuine	4.0	0.0	9.0	13.0
whispers	7.0	0.0	6.0	13.0
whip	9.0	0.0	4.0	13.0
reappeared	7.0	0.0	6.0	13.0
misgiving	4.0	0.0	9.0	13.0
downward	8.0	1.0	4.0	13.0
searching	6.0	0.0	7.0	13.0
cunning	8.0	0.0	5.0	13.0
rattle	6.0	0.0	7.0	13.0
reflected	9.0	0.0	4.0	13.0
chalk	3.0	1.0	9.0	13.0
barking	3.0	4.0	6.0	13.0
recover	3.0	0.0	10.0	13.0
topic	10.0	0.0	3.0	13.0
incident	4.0	1.0	8.0	13.0
headlong	6.0	0.0	7.0	13.0
safely	7.0	1.0	5.0	13.0
traces	5.0	0.0	8.0	13.0
winding	7.0	0.0	6.0	13.0
gallantry	3.0	0.0	10.0	13.0
saint	10.0	0.0	3.0	13.0
thither	3.0	0.0	10.0	13.0
sang	1.0	5.0	7.0	13.0
distrust	4.0	1.0	8.0	13.0
imperfect	5.0	1.0	7.0	13.0
attempts	5.0	1.0	7.0	13.0
relieve	2.0	1.0	10.0	13.0
cloth	8.0	0.0	5.0	13.0
contrary	4.0	0.0	9.0	13.0
matron	2.0	1.0	10.0	13.0
nineteenth	12.0	0.0	1.0	13.0
venturing	6.0	0.0	6.0	12.0
criminal	8.0	0.0	4.0	12.0
monotonous	5.0	0.0	7.0	12.0
everyone	0.0	0.0	12.0	12.0
merrily	3.0	6.0	3.0	12.0
stroke	5.0	1.0	6.0	12.0
stunned	4.0	0.0	8.0	12.0
monotony	0.0	0.0	12.0	12.0
moonlight	6.0	0.0	6.0	12.0
sprinkled	5.0	0.0	7.0	12.0
springing	2.0	0.0	10.0	12.0
vacantly	6.0	1.0	5.0	12.0
milk	8.0	0.0	4.0	12.0
croaked	2.0	0.0	10.0	12.0
dainty	2.0	1.0	9.0	12.0
declared	9.0	0.0	3.0	12.0
stayed	3.0	0.0	9.0	12.0
peaceful	5.0	0.0	7.0	12.0
waters	1.0	0.0	11.0	12.0
peering	7.0	1.0	4.0	12.0
danced	7.0	2.0	3.0	12.0
style	6.0	0.0	6.0	12.0
blank	4.0	1.0	7.0	12.0
dashed	6.0	1.0	5.0	12.0
extremity	9.0	0.0	3.0	12.0
wave	5.0	1.0	6.0	12.0
customer	9.0	1.0	2.0	12.0
card	2.0	0.0	10.0	12.0
custody	8.0	0.0	4.0	12.0
maybe	8.0	0.0	4.0	12.0
meditations	5.0	0.0	7.0	12.0
wedding-day	1.0	8.0	3.0	12.0
virtuous	7.0	0.0	5.0	12.0
knot	9.0	1.0	2.0	12.0
faculties	7.0	0.0	5.0	12.0
recent	5.0	0.0	7.0	12.0
weep	2.0	0.0	10.0	12.0
analysis	0.0	0.0	12.0	12.0
masters	8.0	0.0	4.0	12.0
violoncello	0.0	0.0	12.0	12.0
momentary	4.0	0.0	8.0	12.0
mare	11.0	0.0	1.0	12.0
bitterness	3.0	0.0	9.0	12.0
lighter	5.0	0.0	7.0	12.0
lover	5.0	3.0	4.0	12.0
demand	10.0	0.0	2.0	12.0
convey	6.0	1.0	5.0	12.0
ecstasy	7.0	2.0	3.0	12.0
tonight	2.0	0.0	10.0	12.0
constraint	2.0	0.0	10.0	12.0
tapping	6.0	1.0	5.0	12.0
dolls	0.0	12.0	0.0	12.0
wow	12.0	0.0	0.0	12.0
torches	12.0	0.0	0.0	12.0
disturbances	12.0	0.0	0.0	12.0
tail	1.0	4.0	7.0	12.0
disturbance	8.0	0.0	4.0	12.0
constancy	2.0	1.0	9.0	12.0
coolly	8.0	0.0	4.0	12.0
elevated	4.0	0.0	8.0	12.0
dispute	3.0	1.0	8.0	12.0
accounts	10.0	0.0	2.0	12.0
lodgings	1.0	0.0	11.0	12.0
conspicuous	7.0	0.0	5.0	12.0
leather	6.0	1.0	5.0	12.0
learnt	6.0	1.0	5.0	12.0
tones	8.0	0.0	4.0	12.0
tearing	4.0	3.0	5.0	12.0
bridegroom	0.0	5.0	7.0	12.0
tolerable	4.0	1.0	7.0	12.0
thirty	8.0	0.0	4.0	12.0
drying	3.0	1.0	8.0	12.0
droop	5.0	0.0	7.0	12.0
bone	8.0	0.0	4.0	12.0
tide	3.0	0.0	9.0	12.0
thee	9.0	1.0	2.0	12.0
linen	5.0	1.0	6.0	12.0
library	4.0	0.0	8.0	12.0
duties	4.0	0.0	8.0	12.0
drawers	5.0	0.0	7.0	12.0
obligation	6.0	0.0	6.0	12.0
letting	3.0	0.0	9.0	12.0
drag	10.0	1.0	1.0	12.0
dozing	5.0	1.0	6.0	12.0
boast	5.0	0.0	7.0	12.0
families	5.0	0.0	7.0	12.0
today	0.0	0.0	12.0	12.0
novelty	0.0	2.0	10.0	12.0
noticed	3.0	1.0	8.0	12.0
learned	1.0	0.0	11.0	12.0
dispersed	10.0	0.0	2.0	12.0
dismay	7.0	0.0	5.0	12.0
newspapers	7.0	0.0	5.0	12.0
diamonds	1.0	0.0	11.0	12.0
mysteries	3.0	0.0	9.0	12.0
muttering	4.0	0.0	8.0	12.0
determination	4.0	0.0	8.0	12.0
desperation	6.0	1.0	5.0	12.0
pack	5.0	1.0	6.0	12.0
later	4.0	0.0	8.0	12.0
undoubtedly	4.0	0.0	8.0	12.0
entire	4.0	0.0	8.0	12.0
parcels	0.0	12.0	0.0	12.0
designed	4.0	2.0	6.0	12.0
unspeakable	3.0	2.0	7.0	12.0
counsel	7.0	1.0	4.0	12.0
mounting	5.0	0.0	7.0	12.0
madame	0.0	0.0	12.0	12.0
parrot	0.0	0.0	12.0	12.0
depths	2.0	0.0	10.0	12.0
mount	6.0	1.0	5.0	12.0
deny	4.0	0.0	8.0	12.0
accept	5.0	0.0	7.0	12.0
named	4.0	0.0	8.0	12.0
tumbling	2.0	0.0	10.0	12.0
overlooked	5.0	0.0	7.0	12.0
dishes	2.0	1.0	9.0	12.0
syllable	4.0	0.0	8.0	12.0
sworn	7.0	1.0	4.0	12.0
swollen	4.0	0.0	8.0	12.0
disdainful	2.0	0.0	10.0	12.0
leaned	4.0	1.0	7.0	12.0
swiftly	4.0	0.0	8.0	12.0
considerate	3.0	1.0	8.0	12.0
branch	4.0	0.0	8.0	12.0
sustained	8.0	0.0	4.0	12.0
discharged	3.0	0.0	9.0	12.0
neat	2.0	3.0	7.0	12.0
swell	4.0	1.0	7.0	12.0
consent	5.0	2.0	5.0	12.0
endeavoured	6.0	0.0	6.0	12.0
natur	10.0	1.0	1.0	12.0
endurance	8.0	1.0	3.0	12.0
swallowed	4.0	0.0	8.0	12.0
faltering	4.0	1.0	7.0	12.0
penitent	4.0	1.0	7.0	12.0
reserve	4.0	1.0	7.0	12.0
shuddering	7.0	0.0	5.0	12.0
gentleness	0.0	1.0	11.0	12.0
compared	5.0	2.0	5.0	12.0
shivered	8.0	0.0	4.0	12.0
forgetful	7.0	0.0	5.0	12.0
probability	5.0	0.0	7.0	12.0
shudder	6.0	0.0	6.0	12.0
cases	6.0	1.0	5.0	12.0
placid	8.0	0.0	4.0	12.0
fie	6.0	0.0	6.0	12.0
ingenious	3.0	2.0	7.0	12.0
fish	4.0	2.0	6.0	12.0
chanced	10.0	0.0	2.0	12.0
satisfactory	4.0	1.0	7.0	12.0
yield	5.0	0.0	7.0	12.0
closet	9.0	0.0	3.0	12.0
horrors	10.0	0.0	2.0	12.0
possessing	2.0	0.0	10.0	12.0
coaches	8.0	0.0	4.0	12.0
churches	4.0	0.0	8.0	12.0
smoothing	4.0	1.0	7.0	12.0
signed	3.0	1.0	8.0	12.0
cherished	3.0	0.0	9.0	12.0
rent	4.0	2.0	6.0	12.0
hark	5.0	2.0	5.0	12.0
race	1.0	1.0	10.0	12.0
sheer	4.0	0.0	8.0	12.0
scale	5.0	3.0	4.0	12.0
appealing	2.0	0.0	10.0	12.0
companionship	6.0	0.0	6.0	12.0
pushed	5.0	0.0	7.0	12.0
improve	1.0	2.0	9.0	12.0
public-house	7.0	0.0	5.0	12.0
sleeper	8.0	1.0	3.0	12.0
betsey	0.0	0.0	12.0	12.0
huge	9.0	1.0	2.0	12.0
hovering	6.0	1.0	5.0	12.0
shrieked	7.0	1.0	4.0	12.0
posts	5.0	0.0	7.0	12.0
responsibility	2.0	0.0	10.0	12.0
humming	5.0	0.0	7.0	12.0
introduction	3.0	0.0	9.0	12.0
plot	9.0	0.0	3.0	12.0
revenge	6.0	1.0	5.0	12.0
grows	2.0	0.0	10.0	12.0
filling	6.0	2.0	4.0	12.0
growth	7.0	0.0	5.0	12.0
involuntary	4.0	1.0	7.0	12.0
atmosphere	7.0	0.0	5.0	12.0
clumsy	6.0	5.0	1.0	12.0
bend	1.0	0.0	11.0	12.0
awkward	6.0	1.0	5.0	12.0
guarded	9.0	0.0	3.0	12.0
improving	4.0	0.0	8.0	12.0
involve	6.0	0.0	6.0	12.0
practical	4.0	1.0	7.0	12.0
piled	4.0	0.0	8.0	12.0
shawl	1.0	2.0	9.0	12.0
hitherto	8.0	0.0	4.0	12.0
johnson	0.0	0.0	12.0	12.0
choking	4.0	0.0	8.0	12.0
secrecy	7.0	0.0	5.0	12.0
imitation	5.0	1.0	6.0	12.0
furious	9.0	0.0	3.0	12.0
rival	1.0	0.0	11.0	12.0
rats	5.0	0.0	7.0	12.0
apron	8.0	1.0	3.0	12.0
rooted	6.0	0.0	6.0	12.0
cockade	11.0	0.0	1.0	12.0
gleaming	4.0	1.0	7.0	12.0
heel	5.0	2.0	5.0	12.0
frightful	2.0	2.0	8.0	12.0
prodigious	2.0	1.0	9.0	12.0
china	3.0	0.0	9.0	12.0
recovery	2.0	1.0	9.0	12.0
faster	5.0	0.0	7.0	12.0
birthday	7.0	2.0	3.0	12.0
gliding	6.0	0.0	6.0	12.0
recovering	4.0	1.0	7.0	12.0
helping	7.0	1.0	4.0	12.0
asks	2.0	0.0	10.0	12.0
recalled	4.0	1.0	7.0	12.0
animation	1.0	2.0	9.0	12.0
recognise	7.0	0.0	5.0	12.0
sinking	4.0	2.0	6.0	12.0
famous	7.0	0.0	5.0	12.0
singularly	3.0	2.0	7.0	12.0
selected	4.0	0.0	8.0	12.0
retreating	11.0	0.0	1.0	12.0
riot	12.0	0.0	0.0	12.0
indebted	3.0	0.0	9.0	12.0
complaint	3.0	0.0	9.0	12.0
chronometer	0.0	0.0	12.0	12.0
fixing	6.0	0.0	6.0	12.0
flag	12.0	0.0	0.0	12.0
associations	4.0	2.0	6.0	12.0
increase	6.0	1.0	5.0	12.0
arter	1.0	0.0	11.0	12.0
completed	9.0	0.0	3.0	12.0
plunged	8.0	1.0	3.0	12.0
homes	4.0	0.0	8.0	12.0
feature	7.0	2.0	3.0	12.0
hoarsely	6.0	0.0	6.0	12.0
anxiously	5.0	0.0	7.0	12.0
secured	7.0	0.0	5.0	12.0
sorrowfully	6.0	1.0	5.0	12.0
foundation	7.0	0.0	5.0	12.0
answers	5.0	0.0	7.0	12.0
homage	2.0	1.0	9.0	12.0
protest	5.0	0.0	7.0	12.0
pictured	4.0	0.0	8.0	12.0
hay	5.0	1.0	6.0	12.0
tooth	3.0	0.0	8.0	11.0
audible	2.0	1.0	8.0	11.0
ghostly	7.0	0.0	4.0	11.0
procession	4.0	0.0	7.0	11.0
lobster	1.0	0.0	10.0	11.0
lodging	8.0	1.0	2.0	11.0
division	4.0	0.0	7.0	11.0
sage	1.0	1.0	9.0	11.0
probable	5.0	0.0	6.0	11.0
tranquillity	5.0	1.0	5.0	11.0
travelled	5.0	0.0	6.0	11.0
attract	3.0	1.0	7.0	11.0
perpetual	5.0	1.0	5.0	11.0
load	5.0	0.0	6.0	11.0
drunk	6.0	1.0	4.0	11.0
dressing	4.0	1.0	6.0	11.0
dressing-room	3.0	0.0	8.0	11.0
thumb	7.0	0.0	4.0	11.0
presumptuous	0.0	1.0	10.0	11.0
gaiety	6.0	2.0	3.0	11.0
thirsty	7.0	1.0	3.0	11.0
drowned	3.0	0.0	8.0	11.0
fulness	4.0	1.0	6.0	11.0
separated	7.0	0.0	4.0	11.0
chains	9.0	0.0	2.0	11.0
lifting	1.0	0.0	10.0	11.0
continual	0.0	0.0	11.0	11.0
frown	4.0	0.0	7.0	11.0
ocean	1.0	0.0	10.0	11.0
wink	6.0	0.0	5.0	11.0
frighten	5.0	2.0	4.0	11.0
lid	4.0	4.0	3.0	11.0
ashore	1.0	0.0	10.0	11.0
addition	5.0	1.0	5.0	11.0
prevailing	3.0	0.0	8.0	11.0
toodles	0.0	0.0	11.0	11.0
ate	5.0	2.0	4.0	11.0
acquired	6.0	0.0	5.0	11.0
prime	4.0	0.0	7.0	11.0
gets	4.0	1.0	6.0	11.0
north	2.0	0.0	9.0	11.0
conveying	7.0	0.0	4.0	11.0
doubted	5.0	0.0	6.0	11.0
acting	4.0	0.0	7.0	11.0
doubtless	8.0	1.0	2.0	11.0
gentlemanly	2.0	0.0	9.0	11.0
coachman	2.0	0.0	9.0	11.0
disgust	8.0	0.0	3.0	11.0
doze	8.0	0.0	3.0	11.0
scores	7.0	1.0	3.0	11.0
believing	3.0	0.0	8.0	11.0
nowhere	4.0	1.0	6.0	11.0
seal	5.0	0.0	6.0	11.0
seas	0.0	0.0	11.0	11.0
tobacco	8.0	1.0	2.0	11.0
produce	3.0	2.0	6.0	11.0
detained	4.0	0.0	7.0	11.0
rum	3.0	0.0	8.0	11.0
modesty	3.0	0.0	8.0	11.0
hastened	6.0	0.0	5.0	11.0
warmed	7.0	1.0	3.0	11.0
cradle	3.0	5.0	3.0	11.0
wander	5.0	0.0	6.0	11.0
darkening	2.0	0.0	9.0	11.0
modern	6.0	0.0	5.0	11.0
darting	8.0	0.0	3.0	11.0
dashing	5.0	2.0	4.0	11.0
brink	4.0	0.0	7.0	11.0
quickened	9.0	0.0	2.0	11.0
christening	1.0	0.0	10.0	11.0
beard	8.0	0.0	3.0	11.0
deceive	4.0	2.0	5.0	11.0
reproof	8.0	0.0	3.0	11.0
vigour	8.0	1.0	2.0	11.0
queen	6.0	0.0	5.0	11.0
decorated	5.0	1.0	5.0	11.0
vigilance	3.0	1.0	7.0	11.0
vessel	4.0	1.0	6.0	11.0
resentment	1.0	0.0	10.0	11.0
craft	4.0	0.0	7.0	11.0
buildings	5.0	0.0	6.0	11.0
cheered	6.0	2.0	3.0	11.0
hinted	1.0	0.0	10.0	11.0
whistling	2.0	0.0	9.0	11.0
whistled	1.0	0.0	10.0	11.0
chimney-corner	6.0	5.0	0.0	11.0
cronies	11.0	0.0	0.0	11.0
chill	1.0	0.0	10.0	11.0
whiskers	0.0	1.0	10.0	11.0
crowds	6.0	0.0	5.0	11.0
cruelly	3.0	0.0	8.0	11.0
whereof	6.0	0.0	5.0	11.0
barely	5.0	0.0	6.0	11.0
washed	6.0	2.0	3.0	11.0
what's-his-name	1.0	1.0	9.0	11.0
mindful	3.0	3.0	5.0	11.0
refused	10.0	0.0	1.0	11.0
regards	3.0	0.0	8.0	11.0
barbados	0.0	0.0	11.0	11.0
missing	5.0	0.0	6.0	11.0
banks	1.0	0.0	10.0	11.0
weak-eyed	0.0	0.0	11.0	11.0
rank	9.0	0.0	2.0	11.0
halted	10.0	0.0	1.0	11.0
resorted	4.0	0.0	7.0	11.0
disgrace	5.0	0.0	6.0	11.0
cleared	8.0	0.0	3.0	11.0
works	5.0	0.0	6.0	11.0
grasping	6.0	0.0	5.0	11.0
workmen	7.0	0.0	4.0	11.0
awast	0.0	0.0	11.0	11.0
lot	7.0	1.0	3.0	11.0
hunted	6.0	0.0	5.0	11.0
graces	4.0	0.0	7.0	11.0
dint	8.0	0.0	3.0	11.0
trodden	5.0	1.0	5.0	11.0
right-hand	6.0	0.0	5.0	11.0
gratified	2.0	0.0	9.0	11.0
brass	4.0	0.0	7.0	11.0
goodly	10.0	0.0	1.0	11.0
loosely	2.0	2.0	7.0	11.0
prospects	1.0	0.0	10.0	11.0
propose	2.0	1.0	8.0	11.0
clerkenwell	11.0	0.0	0.0	11.0
rousing	5.0	0.0	6.0	11.0
promptly	6.0	0.0	5.0	11.0
professional	6.0	1.0	4.0	11.0
devils	9.0	0.0	2.0	11.0
absolutely	2.0	0.0	9.0	11.0
gun	6.0	5.0	0.0	11.0
housekeeper	0.0	0.0	11.0	11.0
mornings	5.0	1.0	5.0	11.0
morrow	8.0	0.0	3.0	11.0
uttering	6.0	0.0	5.0	11.0
majestic	3.0	1.0	7.0	11.0
guess	7.0	0.0	4.0	11.0
guardian	2.0	2.0	7.0	11.0
pursuance	3.0	1.0	7.0	11.0
urging	6.0	0.0	5.0	11.0
backs	5.0	0.0	6.0	11.0
counting-house	1.0	2.0	8.0	11.0
mused	3.0	2.0	6.0	11.0
depend	10.0	0.0	1.0	11.0
growling	3.0	0.0	8.0	11.0
response	5.0	0.0	6.0	11.0
descried	8.0	0.0	3.0	11.0
restrained	6.0	0.0	5.0	11.0
greeted	6.0	0.0	5.0	11.0
breed	2.0	1.0	8.0	11.0
m	0.0	8.0	3.0	11.0
humbly	2.0	0.0	9.0	11.0
dutch	4.0	4.0	3.0	11.0
recently	2.0	1.0	8.0	11.0
contemptuous	5.0	0.0	6.0	11.0
supreme	3.0	0.0	8.0	11.0
supported	8.0	0.0	3.0	11.0
palace	4.0	5.0	2.0	11.0
block	7.0	0.0	4.0	11.0
fist	4.0	0.0	7.0	11.0
parental	3.0	0.0	8.0	11.0
entreaties	10.0	0.0	1.0	11.0
calculated	3.0	1.0	7.0	11.0
slave	2.0	0.0	9.0	11.0
alacrity	3.0	1.0	7.0	11.0
apple-faced	0.0	0.0	11.0	11.0
invisible	1.0	0.0	10.0	11.0
lads	10.0	0.0	1.0	11.0
blew	5.0	0.0	6.0	11.0
stuck	5.0	1.0	5.0	11.0
struggled	9.0	0.0	2.0	11.0
strove	6.0	0.0	5.0	11.0
strings	2.0	0.0	9.0	11.0
plummer	0.0	11.0	0.0	11.0
causes	3.0	0.0	8.0	11.0
comparatively	7.0	0.0	4.0	11.0
lawful	5.0	0.0	6.0	11.0
posted	6.0	0.0	5.0	11.0
insist	2.0	0.0	9.0	11.0
leant	9.0	0.0	2.0	11.0
shrivelled	1.0	0.0	10.0	11.0
considerations	5.0	0.0	6.0	11.0
leamington	0.0	0.0	11.0	11.0
overpowered	4.0	0.0	7.0	11.0
poorly	6.0	0.0	5.0	11.0
leaders	10.0	0.0	1.0	11.0
pondering	3.0	2.0	6.0	11.0
bestow	0.0	0.0	11.0	11.0
flourishing	11.0	0.0	0.0	11.0
approving	4.0	1.0	6.0	11.0
commanding	6.0	1.0	4.0	11.0
floated	4.0	0.0	7.0	11.0
flesh	5.0	0.0	6.0	11.0
